name,site,subtypes,category,phone,full_address,city,postal_code,latitude,longitude,plus_code,rating,reviews,reviews_tags,photo,working_hours,about,range,logo,description,location_link,place_id,verified_features,verified_summary,venue_type_verified
Cafe Mai | Hackney Wick,https://cafemai.co.uk/,"Bar, Cafe",bars,+44 20 8067 6171,"92, 4 White Post Ln, Schwartz Wharf, London E9 5AA, United Kingdom",London,E9 5AA,51.541739,-0.0224461,9C3XGXRH+M2,4.9,95,"focaccia, porchetta, canal, pasta, sunday roast, atmosphere, small plates, pork ragu, chicken salad, crackling",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npryj0dBCuZo7qfnBIh0E8m-gE7RECYnhrvK8ovB7oEkWEIO0mtpvyt2tBMV2bw7G0yU9aQlynBXM9DG8d_QZrTDGaMJ6yNoAWX4cc3K0rGBSdRvGNEOE7J2FppY7nGzfpDEQsz=w800-h500-k-no,"Sunday,12,6PM|Monday,|Tuesday,|Wednesday,5,11:30PM|Thursday,5,11:30PM|Friday,5PM,12:30AM|Saturday,12PM,12:30AM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great wine list"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true}}",£20–30,https://lh3.googleusercontent.com/-sZnaD9g4NeY/AAAAAAAAAAI/AAAAAAAAAAA/rNsN8m0_kpM/s44-p-k-no-ns-nd/photo.jpg,"Newly opened wine bar and cafe in Hackney Wick, serving simple food, beers on tap and natural wines. We've got a terrace overlooking the Regents Canal and seating both indoors and outside.","https://www.google.com/maps/place/Cafe+Mai+%7C+Hackney+Wick/@51.541739,-0.0224461,14z/data=!4m8!1m2!2m1!1sCafe+Mai+%7C+Hackney+Wick!3m4!1s0x48761d82abb0cc43:0x3470123aa62f6b1d!8m2!3d51.541739!4d-0.0224461",ChIJQ8ywq4IddkgRHWsvpjoScDQ,"Cocktails, Craft beer, Food menu, Outdoor seating, Sunday roast, Wine","Newly opened wine bar and cafe in Hackney Wick, serving simple food, beers on tap and natural wines. We've got a terrace overlooking the Regents Canal and seating both indoors and outside. Key features: Cocktails, Craft beer, Food menu, Outdoor seating, Sunday roast",Bar
"The Eagle, Hackney",,Pub,bars,+44 20 8986 6410,"103 Wick Rd, London E9 5AE, United Kingdom",London,E9 5AE,51.5453337,-0.0414529,9C3XGXW5+4C,4.3,160,"guinness, price, atmosphere, pool table, darts, school, area, hurling, arsenal, jukebox",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq04ZnresjcGlpZY9VqQsd2sRDz0vkWO_PN7L4RqhblRqYdgXVkjUFQd3GqmeYKJzEJMpK4qLrB2FLE9FrhhwbGlZeBKnAz-MmbXKqSGDJSFwh_KDQH7jlqkjboG3g2XAbJkwUZ=w800-h500-k-no,"Sunday,12,10:30PM|Monday,11AM,11PM|Tuesday,11AM,11PM|Wednesday,11AM,11PM|Thursday,11AM,11PM|Friday,11AM,1AM|Saturday,11AM,1AM","{""Service options"": {""Outdoor seating"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great beer selection"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",£1–10,https://lh4.googleusercontent.com/-u8OVRGzIcmg/AAAAAAAAAAI/AAAAAAAAAAA/DGYAP-SP6S8/s44-p-k-no-ns-nd/photo.jpg,"Local pub in the heart of the community just a stone throw away from Homerton overground. Pool table and darts played here. We don’t do food but serve a great pint at a reasonable price for Hackney starting with foster@ £4.30,moretti £4.80 and neck oil @ £5.50. Friendly locals and fab bar staff to make you feel welcome in the same family for over 20 years .
Come and check us out","https://www.google.com/maps/place/The+Eagle%2C+Hackney/@51.5453337,-0.0414529,14z/data=!4m8!1m2!2m1!1sThe+Eagle%2C+Hackney!3m4!1s0x48761d1ca18c2891:0x8ddfcbe403b6f478!8m2!3d51.5453337!4d-0.0414529",ChIJkSiMoRwddkgRePS2A-TL340,"Craft beer, Darts, Karaoke, Late-night, Live music, Outdoor seating, Pool table, Wine","Local pub in the heart of the community just a stone throw away from Homerton overground. Pool table and darts played here. We don’t do food but serve a great pint at a reasonable price for Hackney starting with foster@ £4.30,moretti £4.80 and neck oil @ £5.50. Friendly locals and fab bar staff to make you feel welcome in the same family for over 20 years .
Come and check us out Key features: Craft beer, Darts, Karaoke, Late-night, Live music",Pub
CRATE Brewery & Pizzeria,http://www.cratebrewery.com/,"Bar, Beer garden, Event venue, Pizza restaurant",bars,+44 7547 695841,"Unit 7 Queen's Yard, London E9 5EN, United Kingdom",London,E9 5EN,51.5429659,-0.0221165,9C3XGXVH+55,4.4,1986,"canal, cider, IPA, lager, margarita pizza, dahl, west ham, stout, lamb pizza, truffle pizza",https://lh3.googleusercontent.com/p/AF1QipMRgToL6S91p1VpVkXZGlTRIy8UAQ1fqs4isw4f=w800-h500-k-no,"Sunday,12,11PM|Monday,12,11PM|Tuesday,12,11PM|Wednesday,12,11PM|Thursday,12,11PM|Friday,12PM,1AM|Saturday,12PM,1AM","{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great beer selection"": true, ""Live performances"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh5.googleusercontent.com/-XwZKafq73Xo/AAAAAAAAAAI/AAAAAAAAAAA/vPc73kxsM3Q/s44-p-k-no-ns-nd/photo.jpg,Bar in old factory with recycled decor and its own micro-brewery plus inventive pizzas and DJ sets.,"https://www.google.com/maps/place/CRATE+Brewery+%26+Pizzeria/@51.5429659,-0.022116499999999997,14z/data=!4m8!1m2!2m1!1sCRATE+Brewery+%26+Pizzeria!3m4!1s0x48761d6cc179a7cf:0xf10e028226dd377e!8m2!3d51.5429659!4d-0.022116499999999997",ChIJz6d5wWwddkgRfjfdJoICDvE,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Wine","Bar in old factory with recycled decor and its own micro-brewery plus inventive pizzas and DJ sets. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Bar
The Lord Napier Star,https://lordnapierstar.co.uk/,"Pub, Beer garden, Function room facility, Karaoke bar, Restaurant",bars,+44 20 8161 4338,"25 White Post Ln, London E9 5ER, United Kingdom",London,E9 5ER,51.5431408,-0.0252239,9C3XGXVF+7W,4.4,632,"sunday roast, floor, thai food, renovation, west ham, roof terrace, space, dancing, krapow, karaoke room",https://lh3.googleusercontent.com/p/AF1QipN3LYi9OmrIJmWt8NNfr7o5lr0iWsIW4CksKWxb=w800-h500-k-no,"Sunday,12PM,12AM|Monday,4PM,12AM|Tuesday,4PM,12AM|Wednesday,4PM,12AM|Thursday,12PM,12AM|Friday,12PM,1:30AM|Saturday,12PM,1:30AM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great beer selection"": true, ""Karaoke"": true, ""Rooftop seating"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£20–30,https://lh3.googleusercontent.com/-TCjFa9W4B9M/AAAAAAAAAAI/AAAAAAAAAAA/pPWHqRjQfKM/s44-p-k-no-ns-nd/photo.jpg,"Lively pub with a roof terrace offering seasonal bites & draught beer, plus DJ sets & quiz nights.","https://www.google.com/maps/place/The+Lord+Napier+Star/@51.543140799999996,-0.0252239,14z/data=!4m8!1m2!2m1!1sThe+Lord+Napier+Star!3m4!1s0x48761d1316e22709:0xdb20ee20543dfb0f!8m2!3d51.543140799999996!4d-0.0252239",ChIJCSfiFhMddkgRD_s9VCDuINs,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, Karaoke, LGBTQ+ friendly, Late-night, Outdoor seating, Sunday roast, Wine","Lively pub with a roof terrace offering seasonal bites & draught beer, plus DJ sets & quiz nights. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Bar
Grow,http://www.growhackney.co.uk/,"Live music bar, Bar, Beer garden, Club, Live music venue",bars,+44 20 8510 1757,"Main Yard, 98C Wallis Rd, London E9 5LN, United Kingdom",London,E9 5LN,51.5437177,-0.0226673,9C3XGXVG+FW,4.5,1354,"canal, vegan, sunday roast, crowd, brunch, sustainable, mezze, falafel, hipster, platter",https://lh3.googleusercontent.com/p/AF1QipNg9kviWgpsqAAuAOcmUIVXyEED4o-RhwcYlgGo=w800-h500-k-no,"Sunday,11AM,12AM|Monday,|Tuesday,4PM,12AM|Wednesday,12PM,12AM|Thursday,12PM,12AM|Friday,12PM,3AM|Saturday,11AM,2AM","{""Service options"": {""Outdoor seating"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great beer selection"": true, ""Great cocktails"": true, ""Live music"": true, ""Live performances"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restaurant"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trending"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh6.googleusercontent.com/-mQ2S-8Jtqu4/AAAAAAAAAAI/AAAAAAAAAAA/f5el1PPZh18/s44-p-k-no-ns-nd/photo.jpg,Live music and open mic sessions at a community cafe/bar with a sustainable ethos.,"https://www.google.com/maps/place/Grow/@51.543717699999995,-0.022667299999999998,14z/data=!4m8!1m2!2m1!1sGrow!3m4!1s0x48761d6cdebd5889:0xe2200a17b75da5ad!8m2!3d51.543717699999995!4d-0.022667299999999998",ChIJiVi93mwddkgRraVdtxcKIOI,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Sunday roast, Vegan options, Wine","Live music and open mic sessions at a community cafe/bar with a sustainable ethos. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Bar
The Spread Eagle,https://www.thespreadeaglelondon.co.uk/,"Pub, Cocktail bar, Vegan restaurant",bars,+44 20 8985 0400,"224 Homerton High St, London E9 6AS, United Kingdom",London,E9 6AS,51.5486373,-0.0407243,9C3XGXX5+FP,4.5,1559,"vegan, sunday roast, karaoke, mexican food, pie and mash, nut roast, sticky toffee pudding, deep fried, celeriac, korean burger",https://lh3.googleusercontent.com/p/AF1QipNS8clArS5nQogI9oXOGmCwT9Yarqxg9cSjwZm1=w800-h500-k-no,"Sunday,12,10PM|Monday,4,11PM|Tuesday,4,11PM|Wednesday,4,11PM|Thursday,4,11PM|Friday,4PM,1AM|Saturday,12PM,2AM","{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great wine list"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£20–30,https://lh3.googleusercontent.com/-2u9iBeDIqeI/AAAAAAAAAAI/AAAAAAAAAAA/Yck8ufi9jn8/s44-p-k-no-ns-nd/photo.jpg,"Corner pub with bespoke display tables and funky outdoor space, for craft ales and creative menu.","https://www.google.com/maps/place/The+Spread+Eagle/@51.548637299999996,-0.0407243,14z/data=!4m8!1m2!2m1!1sThe+Spread+Eagle!3m4!1s0x48761d0486883845:0xca3ea45382aa6a77!8m2!3d51.548637299999996!4d-0.0407243",ChIJRTiIhgQddkgRd2qqglOkPso,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, Karaoke, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Sunday roast, Trivia night, Vegan options, Wine","Corner pub with bespoke display tables and funky outdoor space, for craft ales and creative menu. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Bar
People's Park Tavern,https://www.peoplesparktavern.pub/,"Pub, Bar",bars,+44 20 8533 0040,"360 Victoria Park Rd, London E9 7BT, United Kingdom",London,E9 7BT,51.5415898,-0.0377676,9C3XGXR6+JV,4.2,1557,"beer garden, sunday roast, dog, summer, toilets, app, arcade games, service charge, blues, qr code",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no3ie7xmNSPUNXY2LzSMTM0r-bbWipTSjDVQaL0saXUtW_9j9pLGV2hEbKqOiO7CKCMVwxPDgk8HK0e6I7vDFUUg5dgMJxQECwvQM50SP5PjGrDHto-XAPeNUGsZrb_u-wYyYMb=w800-h500-k-no,"Sunday,12PM,12AM|Monday,12PM,12AM|Tuesday,12PM,12AM|Wednesday,12PM,12AM|Thursday,12PM,12AM|Friday,12PM,2AM|Saturday,12PM,2AM","{""Service options"": {""Outdoor seating"": true, ""Takeaway"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Great wine list"": true, ""Live performances"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Gender-neutral toilets"": true, ""Toilet"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Paid street parking"": true}, ""Pets"": {""Dogs allowed"": true}}",£20–30,https://lh3.googleusercontent.com/-90q1Bf-eAZs/AAAAAAAAAAI/AAAAAAAAAAA/ckQKSlP7Lww/s44-p-k-no-ns-nd/photo.jpg,"Happening, imaginative indoor-outdoor venue serving up hearty pub food & craft beer.","https://www.google.com/maps/place/People%27s+Park+Tavern/@51.5415898,-0.0377676,14z/data=!4m8!1m2!2m1!1sPeople%27s+Park+Tavern!3m4!1s0x48761d37572d8291:0xfe62b5d765cda65!8m2!3d51.5415898!4d-0.0377676",ChIJkYItVzcddkgRZdpcdl0r5g8,"Beer garden, Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, Late-night, Live music, Outdoor seating, Sunday roast, Wine","Happening, imaginative indoor-outdoor venue serving up hearty pub food & craft beer. Key features: Beer garden, Cocktails, Craft beer, Dancing, Dog-friendly",Bar
Royal Inn on the Park,http://www.royalinnonthepark.co.uk/,"Pub, Bar, Gastropub",bars,+44 20 8985 3321,"111 Lauriston Rd, London E9 7HJ, United Kingdom",London,E9 7HJ,51.5367702,-0.0432538,9C3XGXP4+PM,4.2,1327,"sunday roast, dog, children, afternoon, vegan, patio, yorkshire pudding, canteen, back garden, social distancing",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noacLkpRJSCQOLZVR4Or43vd3Il6YvPRFQki5wQtHdNyyAomm13WM_yPx7A_3xwQ1o77Z8f6gRKuS0b4Y-dC34W9AIXNcGlczJi4IDmYz54PMOo37Ralh62ayUdblZTVMnaIO44=w800-h500-k-no,"Sunday,12,10pm|Monday,12,11pm|Tuesday,12,11pm|Wednesday,12,11pm|Thursday,12,11pm|Friday,12,11pm|Saturday,12,11pm","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeaway"": false}, ""Highlights"": {""Great beer selection"": true, ""Great wine list"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Assistive hearing loop"": false, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Toilet"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true, ""Trending"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Parking"": true}, ""Pets"": {""Dogs allowed"": true}}",£10–20,https://lh6.googleusercontent.com/-mbVod2LKfZg/AAAAAAAAAAI/AAAAAAAAAAA/sq4e6pnOYuU/s44-p-k-no-ns-nd/photo.jpg,"Outside seating circles this pub with a classic menu, making it feel like part of the park itself.","https://www.google.com/maps/place/Royal+Inn+on+the+Park/@51.5367702,-0.043253799999999995,14z/data=!4m8!1m2!2m1!1sRoyal+Inn+on+the+Park!3m4!1s0x48761d1f9f78204d:0x7f66e1e4f43ebe9c!8m2!3d51.5367702!4d-0.043253799999999995",ChIJTSB4nx8ddkgRnL4-9OThZn8,"Cocktails, Craft beer, Dog-friendly, Food menu, Outdoor seating, Sunday roast, Vegan options, Wine","Outside seating circles this pub with a classic menu, making it feel like part of the park itself. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, Outdoor seating",Bar
The Lauriston,https://thelauriston.com/,"Pub, Bar, Pizza restaurant",bars,+44 20 8985 5404,"162 Victoria Park Rd, London E9 7JN, United Kingdom",London,E9 7JN,51.5379188,-0.0450739,9C3XGXQ3+5X,4.3,715,"pizza, atmosphere, child, karaoke, gluten free, evening, village, table, oven, takeaway",https://lh3.googleusercontent.com/p/AF1QipMu-LDo5pta_u0LotPiUoy-4TCi9osJwuX349bL=w800-h500-k-no,"Sunday,11AM,11PM|Monday,12,11PM|Tuesday,12,11PM|Wednesday,12,11PM|Thursday,12,11PM|Friday,11AM,12:30AM|Saturday,11AM,12:30AM","{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great wine list"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh3.googleusercontent.com/-CiTn6vjR-6M/AAAAAAAAAAI/AAAAAAAAAAA/-rRBooqeq5E/s44-p-k-no-ns-nd/photo.jpg,"Casual brick-walled pub with stone-baked pizza menu (and local delivery), live gigs and weekend DJs.","https://www.google.com/maps/place/The+Lauriston/@51.5379188,-0.0450739,14z/data=!4m8!1m2!2m1!1sThe+Lauriston!3m4!1s0x48761d1fba3ddb43:0x82ca6f5cb9d971aa!8m2!3d51.5379188!4d-0.0450739",ChIJQ9s9uh8ddkgRqnHZuVxvyoI,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, Karaoke, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Trivia night, Wine","Casual brick-walled pub with stone-baked pizza menu (and local delivery), live gigs and weekend DJs. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Bar
The Empress,http://www.empresse9.co.uk/,"Pub, Restaurant",bars,+44 20 8533 5123,"130 Lauriston Rd, London E9 7LH, United Kingdom",London,E9 7LH,51.5370037,-0.0448578,9C3XGXP4+R3,4.3,800,"sunday roast, starters, pie, brunch, book, bloody mary, pork, takeaway, wine list, baked camembert",https://lh3.googleusercontent.com/p/AF1QipOVCn4sWm09TP_Brl5TBfkWGDyYe0CxQxUmNs7N=w800-h500-k-no,"Sunday,12,10:30PM|Monday,4,11PM|Tuesday,12,11PM|Wednesday,12,11PM|Thursday,12,11PM|Friday,12,11PM|Saturday,12,11PM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great beer selection"": true, ""Great cocktails"": true, ""Great wine list"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true, ""Trendy"": true, ""Upscale"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",₱₱,https://lh6.googleusercontent.com/-WJw6LHyb8Bg/AAAAAAAAAAI/AAAAAAAAAAA/pAYetYBwp3w/s44-p-k-no-ns-nd/photo.jpg,"High-ceilinged 19th-century gastropub with exposed brick walls, serving a Modern British menu.","https://www.google.com/maps/place/The+Empress/@51.5370037,-0.044857799999999996,14z/data=!4m8!1m2!2m1!1sThe+Empress!3m4!1s0x48761d1f90a5f6bd:0xfe36faceef8617c6!8m2!3d51.5370037!4d-0.044857799999999996",ChIJvfalkB8ddkgRxheG7876Nv4,"Cocktails, Craft beer, Dog-friendly, Food menu, Outdoor seating, Sunday roast, Wine","High-ceilinged 19th-century gastropub with exposed brick walls, serving a Modern British menu. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, Outdoor seating",Pub
